PastureID_YearOfSurvey,Point_ID,Year,Site,PercentWtRemovedPlot,ObsID,Date,Lat,Lon,PAST_NAME,Utilization,ShrubOverstory,OthShrubCode,MostAbdPerGrass,OthGrassCode,CheatgrassCover,Subsample,EmployeeYear,Position,Original_Site_Assignment,Start_Date,End_Date,Performance_Rating
13,U_BIBU3493,2017,BIBU,NA,74,7/21/2017,43.31506676,-113.1450722,Serviceberry,2.5,ARTR4,NA,POSE,NA,30,0,2017,Range Technician,BIBU,5/1/2017,8/9/2017,Excellent
1,U_PAVA3865,2017,PAVA,NA,69,7/21/2017,44.34795047,-113.7137867,River West,2.5,ARTRW8,NA,POSE,NA,0,0,2017,Range Technician,PAVA,5/8/2017,8/11/2017,Excellent
777,ubibu0576,2016,BIBU,NA,94,7/22/2016,43.31166599,-113.0596844,Sunset,2.5,ARTR4,NA,PSSP6,NA,30,0,Currently Employed,NA,All Sites,NA,NA,NA
17,U_BRBE3067,2018,BRBE,0,471057386,7/30/2018,42.05301072,-114.7597864,China Creek BLM #1,2.5,ARTRW8,NA,POSE,NA,10,1,2018,Research Technician,SHCR,5/14/2018,NA,Average
3,U_PAVA4438,2018,PAVA,0,98,8/7/2018,44.32763366,-113.5782816,Goldburg SE - Summit,2.5,ARTRW8,NA,POSE,NA,0,1,2018,Crew Leader,PAVA,2/20/2018,8/25/2018,Excellent
777,ubibu0408,2016,BIBU,NA,94,7/25/2016,43.33336763,-113.0594553,Sunset,2.5,ARTR4,NA,POSE,NA,20,0,Currently Employed,NA,All Sites,NA,NA,NA
162,3251,2015,BIBU,NA,94,7/21/2015,43.433349,-113.106392,Frenchman,2.5,ARTR2, ,PSSP6, ,0,0,Currently Employed,NA,All Sites,NA,NA,NA
786,U_PAVA1934,2018,PAVA,0,111,8/7/2018,44.35686805,-113.6759202,River,2.5,ARAR8,NA,POSE,NA,0,1,2018,Research Technician,BRBE,4/9/2018,8/25/2018,Average
6,U_PAVA2213,2018,PAVA,14.83248429,1,8/7/2018,44.36736801,-113.5855585,Goldburg NW - Bear Creek,30,ARTRW8,NA,POSE,NA,10,1,Currently Employed,Project Leader,All Sites,10/18/2016,NA,Excellent
785,ushcr1239,2016,SHCR,NA,94,8/5/2016,42.11005023,-115.8201408,Tokum-Bambi West,30,ARTRW8,NA,FEID,NA,0,0,Currently Employed,NA,All Sites,NA,NA,NA
788,U_PAVA1108,2018,PAVA,NA,471057388,8/10/2018,44.29031005,-113.6914131,West River Flat,2.5,ARTRW8,NA,POSE,NA,0,0,2018,Point Count Technician,PAVA,5/3/2018,8/10/2018,Excellent
14,U_BRBE535,2017,BRBE,4.227415397,68,7/24/2017,42.08916197,-114.7907119,Browns Creek East,13,ARTRT,NA,AGCR,NA,10,1,2017,Range Technician,BRBE,4/24/2017,5/11/2018,Average
24,U_SHCR2771,2017,SHCR,0,13,7/27/2017,42.08851309,-115.6719634,Slaughterhouse North,2.5,CHVI8,NA,PSSP6,NA,20,1,2017,Wildlife Technician,SHCR,2/27/2017,8/4/2017,Excellent
2,U_PAVA4457,2017,PAVA,NA,2,7/30/2017,44.39292081,-113.6949412,River East,13,ARTRW8,NA,POSE,NA,0,0,2017,Crew Leader,PAVA,2/6/2017,8/4/2017,Average
795,481,2015,SHCR,NA,94,7/29/2015,42.046705,-115.695821,Slaughterhouse,2.5,CHRYS9, ,PSSP6, ,70,0,Currently Employed,NA,All Sites,NA,NA,NA
12,U_BIBU0997,2018,BIBU,NA,101,7/20/2018,43.37069238,-113.1073821,Butte South,13,ARTR4,NA,PSSP6,NA,30,0,2018,Wildlife Technician,BIBU,2/26/2018,8/15/2018,Excellent
17,U_BRBE2956,2018,BRBE,NA,111,7/30/2018,42.03159146,-114.7656756,China Creek BLM #1,2.5,ARNO4,NA,POSE,NA,0,0,2018,Research Technician,BRBE,4/9/2018,8/25/2018,Average
825,U_JISQ1270,2017,JISA,0,65,8/3/2017,42.17857431,-113.4415148,Kane Springs (Line Canyon),2.5,ARNO4,NA,PSSP6,NA,20,1,2017,Volunteer,BRBE,4/2/2017,6/10/2017,NA
12,U_BIBU0703,2018,BIBU,2.044702073,101,7/19/2018,43.35060168,-113.0853923,Butte South,30,ARTR4,NA,PSSP6,NA,10,1,2018,Wildlife Technician,BIBU,2/26/2018,8/15/2018,Excellent
775,ubibu1967,2016,BIBU,NA,94,7/29/2016,43.36431872,-113.0718076,Butte,13,ARTRW8,NA,PSSP6,NA,0,0,Currently Employed,NA,All Sites,NA,NA,NA
14,ubrbe1080,2016,BRBE,2.135664076,94,7/26/2016,42.08100884,-114.7855668,Browns Creek East,2.5,ARNO4,NA,PSSP6,NA,10,1,Currently Employed,NA,All Sites,NA,NA,NA
17,UBRBE3062,2016,BRBE,NA,94,8/4/2016,42.0315035,-114.7411934,China Creek BLM #1,2.5,ARTRW8,NA,STIPA,NA,30,0,Currently Employed,NA,All Sites,NA,NA,NA
777,ubibu0613,2016,BIBU,19.59539495,94,7/19/2016,43.30682352,-113.1214304,Sunset,30,ARTRW8,NA,AGCR,NA,0,1,Currently Employed,NA,All Sites,NA,NA,NA
21,U_BIBU0538,2018,BIBU,NA,101,8/8/2018,43.33411313,-113.0486617,Sunset North,13,ARTR4,NA,POSE,NA,50,0,2018,Wildlife Technician,BIBU,2/26/2018,8/15/2018,Excellent
162,3177,2015,BIBU,NA,94,7/21/2015,43.426201,-113.100369,Frenchman,2.5,ARTRW, ,PSSP6, ,0,0,Currently Employed,NA,All Sites,NA,NA,NA
777,ubibu0651,2016,BIBU,NA,94,7/22/2016,43.30284328,-113.0722298,Sunset,2.5,ARTR4,NA,PSSP6,NA,30,0,Currently Employed,NA,All Sites,NA,NA,NA
17,U_BRBE167,2017,BRBE,NA,68,7/31/2017,42.02068648,-114.7655915,China Creek BLM #1,13,ARNO4,NA,POSE,NA,0,0,2017,Range Technician,BRBE,4/24/2017,5/11/2018,Average
22,U_SHCR644,2017,SHCR,0,59,7/31/2017,42.08803346,-115.8183097,(North) Tokum-Bambi West,2.5,ARTRW8,NA,POSE,NA,40,1,2016-2018,Crew Leader,BRBE,NA,NA,NA
777,ubibu0300,2016,BIBU,0,94,7/21/2016,43.35341523,-113.0712992,Sunset,2.5,ARTRW8,NA,PSSP6,NA,0,1,Currently Employed,NA,All Sites,NA,NA,NA
16,UBRBE1014,2016,BRBE,0,94,7/22/2016,42.13880555,-114.7563186,Indian Cave South,2.5,ARTRW8,NA,STIPA,NA,10,1,Currently Employed,NA,All Sites,NA,NA,NA
786,U_PAVA2190,2018,PAVA,NA,471057388,8/1/2018,44.36759958,-113.6722278,River,2.5,ARTRW8,NA,POSE,NA,0,0,2018,Point Count Technician,PAVA,5/3/2018,8/10/2018,Excellent
21,U_BIBU0799,2018,BIBU,14.6124805,471057387,8/8/2018,43.35569136,-113.0408965,Sunset North,30,ARTR4,NA,PSSP6,NA,10,1,2018,Research Technician,BIBU,4/9/2018,NA,Poor
3,U_PAVA282,2017,PAVA,0,66,8/11/2017,44.30959852,-113.5671899,Goldburg SE - Summit,2.5,ARTRV,NA,FEID,NA,0,1,2017,IDFG Technician,All Sites,1/30/2017,9/1/2017,Excellent
795,951,2015,SHCR,NA,94,7/29/2015,42.06735,-115.696541,Slaughterhouse,13,ARTRW, ,PSSP6, ,0,0,Currently Employed,NA,All Sites,NA,NA,NA
786,upahs0175,2016,PAVA,NA,94,8/18/2016,44.3342132,-113.7077932,River,50,ARTRV,NA,POSE,NA,0,0,Currently Employed,NA,All Sites,NA,NA,NA
786,U_PAVA2451,2018,PAVA,0,95,8/9/2018,44.37848488,-113.7210002,River,2.5,ARAR8,NA,POSE,NA,0,1,2018,Crew Leader,BRBE,2/20/2018,8/25/2018,Excellent
12,U_BIBU1065,2018,BIBU,NA,471057383,7/24/2018,43.38164628,-113.1331871,Butte South,30,ARTRW8,NA,POSE,NA,10,0,2018,IDFG Technician,All Sites,1/29/2018,9/28/2018,Average
843,699,2015,SHCR,NA,94,7/27/2015,42.056542,-115.817011,East Blackleg,13,ARTRW, ,POSE, ,20,0,Currently Employed,NA,All Sites,NA,NA,NA
13,U_BIBU3585,2017,BIBU,NA,74,7/21/2017,43.3259121,-113.1449345,Serviceberry,50,ARTR4,NA,AGCR,NA,10,0,2017,Range Technician,BIBU,5/1/2017,8/9/2017,Excellent
24,U_SHCR2907,2017,SHCR,NA,59,7/24/2017,42.1037707,-115.720182,Slaughterhouse North,2.5,ARTRW8,NA,POSE,NA,30,0,2016-2018,Crew Leader,BRBE,NA,NA,NA
13,U_BIBU3644,2017,BIBU,NA,3,7/20/2017,43.33311889,-113.1486479,Serviceberry,2.5,ARTRT,NA,POSE,NA,10,0,2017,Crew Leader,BIBU,2/6/2017,8/25/2017,Excellent
26,U_BRBE3881,2018,BRBE,0,108,7/19/2018,42.15222943,-114.7670642,Indian Cave North,2.5,ARNO4,NA,STIPA,NA,40,1,2018,Research Technician,BRBE,4/9/2018,8/7/2018,Excellent
162,3308,2015,BIBU,NA,94,7/24/2015,43.438483,-113.075521,Frenchman,13,ARTRW, ,PSSP6, ,50,0,Currently Employed,NA,All Sites,NA,NA,NA
776,2866,2015,BIBU,NA,94,7/20/2015,43.3206,-113.175905,Serviceberry,2.5,ARTR2, ,STIPA, ,10,0,Currently Employed,NA,All Sites,NA,NA,NA
786,U_PAVA2187,2018,PAVA,NA,111,8/7/2018,44.3676447,-113.6834074,River,13,ARAR8,NA,POSE,NA,0,0,2018,Research Technician,BRBE,4/9/2018,8/25/2018,Average
823,U_SHCR541,2017,SHCR,NA,13,8/2/2017,42.07841898,-115.8603038,East Blackleg (North),2.5,ARTRV,NA,ELEL5,NA,0,0,2017,Wildlife Technician,SHCR,2/27/2017,8/4/2017,Excellent
12,U_BIBU0665,2018,BIBU,NA,471057387,7/24/2018,43.34922736,-113.1298806,Butte South,50,ARTR4,NA,AGCR,NA,0,0,2018,Research Technician,BIBU,4/9/2018,NA,Poor
743,ujisa0831,2016,JISA,0,94,7/22/2016,42.17821078,-113.4250356,Sheep Mountain North,2.5,CHVI8,NA,OTHER,PASM,0,1,Currently Employed,NA,All Sites,NA,NA,NA
26,UBRBE1140,2016,BRBE,NA,94,7/21/2016,42.16234496,-114.766233,Indian Cave North,2.5,ARAR8,NA,ELEL5,NA,0,0,Currently Employed,NA,All Sites,NA,NA,NA
788,U_BIBU1162,2018,BIBU,NA,101,8/10/2018,44.29574395,-113.7365845,West River Flat,2.5,ARTRV,NA,PSSP6,NA,0,0,2018,Wildlife Technician,BIBU,2/26/2018,8/15/2018,Excellent
786,U_PAVA2675,2018,PAVA,NA,471057389,8/8/2018,44.39655847,-113.7096753,River,13,ARTRW8,NA,POSE,NA,0,0,Currently Employed,Graduate Student,All Sites,4/30/2018,NA,Excellent
795,ushcr2552,2016,SHCR,11.16461354,94,7/22/2016,42.0990099,-115.7098097,Slaughterhouse,50,ARTRW8,NA,POSE,NA,0,1,Currently Employed,NA,All Sites,NA,NA,NA
29,U_JISA1095,2017,JISA,0,65,8/4/2017,42.14965669,-113.4115693,Sheep Mountain South,2.5,ARNO4,NA,POSE,NA,20,1,2017,Volunteer,BRBE,4/2/2017,6/10/2017,NA
17,U_BRBE356,2017,BRBE,0,66,7/26/2017,42.06008648,-114.7902155,China Creek BLM #1,2.5,ARNO4,NA,POSE,NA,20,1,2017,IDFG Technician,All Sites,1/30/2017,9/1/2017,Excellent
2,U_PAVA4337,2017,PAVA,NA,74,8/1/2017,44.38198008,-113.6720401,River East,2.5,ARTRW8,NA,POSE,NA,0,0,2017,Range Technician,BIBU,5/1/2017,8/9/2017,Excellent
17,216,2015,BRBE,NA,94,7/29/2015,42.017548,-114.7911,China Creek BLM #1,2.5,ARNO4, ,POSE, ,10,0,Currently Employed,NA,All Sites,NA,NA,NA
785,ushcr1350,2016,SHCR,NA,94,8/8/2016,42.09022462,-115.8256027,Tokum-Bambi West,13,ARTRW8,NA,POSE,NA,10,0,Currently Employed,NA,All Sites,NA,NA,NA
7,U_PAVA357,2017,PAVA,0,1,8/14/2017,44.31722821,-113.7063828,West River Flat North,2.5,ARTRW8,NA,POSE,NA,0,1,Currently Employed,Project Leader,All Sites,10/18/2016,NA,Excellent
15,ubrbe2195,2016,BRBE,NA,94,7/26/2016,42.12053472,-114.7671682,Corral Creek East,50,ARNO4,NA,AGCR,NA,0,0,Currently Employed,NA,All Sites,NA,NA,NA
786,U_PAVA1766,2018,PAVA,NA,108,8/6/2018,44.34954512,-113.6347268,River,2.5,ARAR8,NA,POSE,NA,0,0,2018,Research Technician,BRBE,4/9/2018,8/7/2018,Excellent
7,U_PAVA39,2017,PAVA,0,59,8/13/2017,44.29024304,-113.687717,West River Flat North,13,ARAR8,NA,POSE,NA,0,1,2016-2018,Crew Leader,BRBE,NA,NA,NA
21,U_BIBU1689,2017,BIBU,NA,3,7/28/2017,43.33804556,-113.0854316,Sunset North,2.5,ARTR4,NA,POSE,NA,10,0,2017,Crew Leader,BIBU,2/6/2017,8/25/2017,Excellent
29,ujisa0919,2016,JISA,NA,94,7/22/2016,42.15902361,-113.4248302,Sheep Mountain South,2.5,ARAR8,NA,OTHER,PASM,10,0,Currently Employed,NA,All Sites,NA,NA,NA
17,885,2015,BRBE,NA,94,7/22/2015,42.064839,-114.77574,China Creek BLM #1,2.5,ARTRW, ,ELEL5, ,80,0,Currently Employed,NA,All Sites,NA,NA,NA
3,U_PAVA300,2017,PAVA,NA,3,8/10/2017,44.31153381,-113.5860406,Goldburg SE - Summit,2.5,ARTRV,NA,POSE,NA,0,0,2017,Crew Leader,BIBU,2/6/2017,8/25/2017,Excellent
776,2972,2015,BIBU,NA,94,7/22/2015,43.329787,-113.114079,Serviceberry,2.5,ARTR2, ,PSSP6, ,0,0,Currently Employed,NA,All Sites,NA,NA,NA
22,U_SHCR0378,2018,SHCR,NA,471057386,8/1/2018,42.12631188,-115.789072,Tokum-Bambi West,2.5,CHVI8,NA,POSE,NA,10,0,2018,Research Technician,SHCR,5/14/2018,NA,Average
22,U_SHCR0295,2018,SHCR,0,109,8/2/2018,42.11351963,-115.8031924,Tokum-Bambi West,2.5,ARTRW8,NA,PSSP6,NA,40,1,2018,Research Technician,SHCR,4/9/2018,8/25/2018,Excellent
786,U_PAVA2145,2018,PAVA,NA,98,8/2/2018,44.3659073,-113.6684502,River,2.5,ARAR8,NA,POSE,NA,0,0,2018,Crew Leader,PAVA,2/20/2018,8/25/2018,Excellent
840,2295,2015,JISA,NA,94,7/22/2015,42.146425,-113.413706,Sheep Mountain,30,CHRYS9, ,ELEL5, ,20,0,Currently Employed,NA,All Sites,NA,NA,NA
786,upahs0596,2016,PAVA,16.68184771,94,8/17/2016,44.36673615,-113.6340943,River,70,ARTRV,NA,STIPA,NA,0,1,Currently Employed,NA,All Sites,NA,NA,NA
795,ushcr2589,2016,SHCR,NA,94,8/4/2016,42.09569322,-115.6917643,Slaughterhouse,30,ARTRW8,NA,POSE,NA,80,0,Currently Employed,NA,All Sites,NA,NA,NA
17,UBRBE3142,2016,BRBE,0,94,8/4/2016,42.02261032,-114.7374849,China Creek BLM #1,2.5,ARTRW8,NA,POSE,NA,10,1,Currently Employed,NA,All Sites,NA,NA,NA
21,U_BIBU1634,2017,BIBU,NA,3,7/28/2017,43.32878798,-113.0610945,Sunset North,2.5,ARTR4,NA,POSE,NA,10,0,2017,Crew Leader,BIBU,2/6/2017,8/25/2017,Excellent
776,3010,2015,BIBU,NA,94,7/22/2015,43.333697,-113.150954,Serviceberry,2.5,ARTR2, ,STIPA, ,60,0,Currently Employed,NA,All Sites,NA,NA,NA
795,ushcr2553,2016,SHCR,NA,94,7/22/2016,42.09913099,-115.706342,Slaughterhouse,50,ARTRW8,NA,PSSP6,NA,30,0,Currently Employed,NA,All Sites,NA,NA,NA
162,3215,2015,BIBU,NA,94,7/25/2015,43.430317,-113.057172,Frenchman,70,ARTRW, ,AGCR, ,0,0,Currently Employed,NA,All Sites,NA,NA,NA
795,723,2015,SHCR,NA,94,8/2/2015,42.057711,-115.738508,Slaughterhouse,50,ARTRW, ,POSE, ,20,0,Currently Employed,NA,All Sites,NA,NA,NA
786,U_PAVA1695,2018,PAVA,NA,471057388,8/8/2018,44.34784455,-113.6986582,River,13,ARAR8,NA,STIPA,NA,0,0,2018,Point Count Technician,PAVA,5/3/2018,8/10/2018,Excellent
24,U_SHCR2704,2017,SHCR,NA,59,7/26/2017,42.08096659,-115.7007765,Slaughterhouse North,2.5,ARTRW8,NA,PSSP6,NA,20,0,2016-2018,Crew Leader,BRBE,NA,NA,NA
24,U_SHCR2997,2017,SHCR,NA,59,7/27/2017,42.11528546,-115.694475,Slaughterhouse North,2.5,ARTRW8,NA,POSE,NA,0,0,2016-2018,Crew Leader,BRBE,NA,NA,NA
21,U_BIBU1005,2018,BIBU,NA,471057387,8/8/2018,43.37006515,-113.0406772,Sunset North,13,ARTRW8,NA,POSE,NA,30,0,2018,Research Technician,BIBU,4/9/2018,NA,Poor
825,ujisa2154,2016,JISA,NA,94,7/20/2016,42.17347477,-113.448673,Kane Springs (Line Canyon),50,ARAR8,NA,PSSP6,NA,0,0,Currently Employed,NA,All Sites,NA,NA,NA
781,U_SHCR534,2017,SHCR,0,13,7/21/2017,42.07860728,-115.7394493,(North) Tokum-Bambi East,2.5,ARTRV,NA,PSSP6,NA,20,1,2017,Wildlife Technician,SHCR,2/27/2017,8/4/2017,Excellent
795,491,2015,SHCR,NA,94,7/27/2015,42.047247,-115.720021,Slaughterhouse,50,ARTRW, ,PSSP6, ,70,0,Currently Employed,NA,All Sites,NA,NA,NA
16,U_BRBE3771,2018,BRBE,NA,111,7/23/2018,42.13957816,-114.76702,Indian Cave South,2.5,ARNO4,NA,POSE,NA,10,0,2018,Research Technician,BRBE,4/9/2018,8/25/2018,Average
786,U_PAVA2192,2018,PAVA,0,471057388,8/2/2018,44.3676195,-113.6645377,River,2.5,ATCO,NA,PSSP6,NA,0,1,2018,Point Count Technician,PAVA,5/3/2018,8/10/2018,Excellent
21,U_BIBU0797,2018,BIBU,NA,101,8/8/2018,43.35573324,-113.0483443,Sunset North,30,ARTR4,NA,PSSP6,NA,10,0,2018,Wildlife Technician,BIBU,2/26/2018,8/15/2018,Excellent
777,ubibu0424,2016,BIBU,NA,94,7/19/2016,43.33031969,-113.108756,Sunset,2.5,ARTRW8,NA,OTHER,LECI4,10,0,Currently Employed,NA,All Sites,NA,NA,NA
5,U_PAVA2420,2017,PAVA,NA,69,8/10/2017,44.34561291,-113.5530651,Goldburg NE - Big Gulch,2.5,ARTR4,NA,POSE,NA,0,0,2017,Range Technician,PAVA,5/8/2017,8/11/2017,Excellent
843,849,2015,SHCR,NA,94,7/29/2015,42.063266,-115.847459,East Blackleg,30,ARTRW, ,PSSP6, ,0,0,Currently Employed,NA,All Sites,NA,NA,NA
776,2783,2015,BIBU,NA,94,7/22/2015,43.312158,-113.157616,Serviceberry,2.5,ARTR2, ,OTHER,koma,30,0,Currently Employed,NA,All Sites,NA,NA,NA
786,upahs0991,2016,PAVA,NA,94,8/12/2016,44.39928583,-113.6811851,River,30,ARTRV,NA,STIPA,NA,0,0,Currently Employed,NA,All Sites,NA,NA,NA
26,U_BRBE3917,2018,BRBE,0,95,7/19/2018,42.15577755,-114.7731085,Indian Cave North,2.5,ARNO4,NA,STIPA,NA,30,0,2018,Crew Leader,BRBE,2/20/2018,8/25/2018,Excellent
17,UBRBE3208,2016,BRBE,NA,94,8/1/2016,42.01516884,-114.7699167,China Creek BLM #1,30,ARNO4,NA,ELEL5,NA,0,0,Currently Employed,NA,All Sites,NA,NA,NA
840,2635,2015,JISA,NA,94,7/23/2015,42.182272,-113.421098,Sheep Mountain,13,ARTRW, ,PSSP6, ,10,0,Currently Employed,NA,All Sites,NA,NA,NA
781,U_SHCR974,2017,SHCR,0,13,7/21/2017,42.12171163,-115.7405899,(North) Tokum-Bambi East,2.5,OTHER,GUSA2,PSSP6,NA,40,1,2017,Wildlife Technician,SHCR,2/27/2017,8/4/2017,Excellent
6,U_PAVA2619,2017,PAVA,0,59,8/8/2017,44.37640961,-113.6094,Goldburg NW - Bear Creek,13,ARTRW8,NA,PSSP6,NA,0,1,2016-2018,Crew Leader,BRBE,NA,NA,NA
162,3239,2015,BIBU,NA,94,7/22/2015,43.432366,-113.081709,Frenchman,2.5,ARTRW, ,OTHER,elsm,50,0,Currently Employed,NA,All Sites,NA,NA,NA
786,U_PAVA2699,2018,PAVA,0,471057388,8/2/2018,44.39821851,-113.6718737,River,2.5,ARTRW8,NA,PSSP6,NA,0,1,2018,Point Count Technician,PAVA,5/3/2018,8/10/2018,Excellent
786,upahs0752,2016,PAVA,NA,94,8/16/2016,44.37873436,-113.6571344,River,30,ARTRV,NA,PSSP6,NA,0,0,Currently Employed,NA,All Sites,NA,NA,NA
786,U_Pava1862,2018,Pava,NA,98,8/3/2018,44.35303765,-113.6309135,River,2.5,CHNA,NA,POSE,NA,0,0,2018,Crew Leader,PAVA,2/20/2018,8/25/2018,Excellent
775,ubibu1562,2016,BIBU,NA,94,7/27/2016,43.40755287,-113.0711066,Butte,13,ARTRW8,NA,PSSP6,NA,60,0,Currently Employed,NA,All Sites,NA,NA,NA
775,ubibu1705,2016,BIBU,NA,94,7/27/2016,43.38769524,-113.0788822,Butte,2.5,ARTRW8,NA,PSSP6,NA,70,0,Currently Employed,NA,All Sites,NA,NA,NA
21,U_BIBU0935,2018,BIBU,NA,471057387,8/8/2018,43.3647011,-113.0407569,Sunset North,30,ARTR4,NA,POSE,NA,10,0,2018,Research Technician,BIBU,4/9/2018,NA,Poor
1,U_PAVA3761,2017,PAVA,NA,69,7/30/2017,44.33897124,-113.7061936,River West,13,ARTRW8,NA,POSE,NA,0,0,2017,Range Technician,PAVA,5/8/2017,8/11/2017,Excellent
12,U_BIBU1770,2017,BIBU,NA,67,7/25/2017,43.3491264,-113.1286434,Butte South,13,ARTR4,NA,AGCR,NA,0,0,2017-2018,Range Technician,BIBU,5/1/2017,8/9/2017,Excellent
26,U_BRBE3122,2017,BRBE,NA,68,7/20/2017,42.14862736,-114.7622654,Indian Cave North,13,ARNO4,NA,POSE,NA,0,0,2017,Range Technician,BRBE,4/24/2017,5/11/2018,Average
781,U_SHCR785,2017,SHCR,NA,72,7/21/2017,42.10186419,-115.7460516,(North) Tokum-Bambi East,2.5,ARTRW8,NA,POSE,NA,10,0,2017,Range Technician,SHCR,4/24/2017,8/25/2017,Average
17,U_BRBE308,2017,BRBE,NA,68,7/26/2017,42.04760707,-114.7780729,China Creek BLM #1,2.5,ARNO4,NA,POSE,NA,0,0,2017,Range Technician,BRBE,4/24/2017,5/11/2018,Average
21,U_BIBU0524,2018,BIBU,NA,97,8/7/2018,43.33234505,-113.0635048,Sunset North,50,ARTR4,NA,PSSP6,NA,10,0,2018,Crew Leader,BIBU,2/20/2018,8/25/2018,Excellent
26,ubrbe1161,2016,BRBE,NA,94,7/21/2016,42.15505745,-114.7601033,Indian Cave North,2.5,ARNO4,NA,POSE,NA,0,0,Currently Employed,NA,All Sites,NA,NA,NA
21,U_BIBU1848,2017,BIBU,NA,3,7/27/2017,43.35567459,-113.0421146,Sunset North,2.5,ARTR4,NA,POSE,NA,10,0,2017,Crew Leader,BIBU,2/6/2017,8/25/2017,Excellent
776,3034,2015,BIBU,NA,94,7/22/2015,43.336359,-113.114052,Serviceberry,2.5,ARTRW, ,PSSP6, ,0,0,Currently Employed,NA,All Sites,NA,NA,NA
843,676,2015,SHCR,NA,94,7/22/2015,42.055646,-115.816979,East Blackleg,13,ARTRW, ,STIPA, ,50,0,Currently Employed,NA,All Sites,NA,NA,NA
786,U_PAVA2138,2018,PAVA,4.21922117,111,8/8/2018,44.36592456,-113.694756,River,13,ARAR8,NA,POSE,NA,0,1,2018,Research Technician,BRBE,4/9/2018,8/25/2018,Average
785,2099,2015,SHCR,NA,94,7/29/2015,42.119039,-115.794634,Tokum-Bambi West,13,ARTRW, ,ELEL5, ,10,0,Currently Employed,NA,All Sites,NA,NA,NA
795,ushcr2467,2016,SHCR,1.700648638,94,7/18/2016,42.10993589,-115.6956504,Slaughterhouse,13,ARTRW8,NA,PSSP6,NA,40,1,Currently Employed,NA,All Sites,NA,NA,NA
619,2318,2015,SHCR,NA,94,7/21/2015,42.148964,-115.77733,Tokum-Bambi West Non-Treatment (North),13,ARTRW, ,ELEL5, ,40,0,Currently Employed,NA,All Sites,NA,NA,NA
162,3300,2015,BIBU,NA,94,7/22/2015,43.437681,-113.087866,Frenchman,13,ARTRW, ,OTHER,elsm,30,0,Currently Employed,NA,All Sites,NA,NA,NA
795,ushcr2509,2016,SHCR,6.643937073,94,7/18/2016,42.10453632,-115.6955351,Slaughterhouse,13,ARTRW8,NA,PSSP6,NA,60,1,Currently Employed,NA,All Sites,NA,NA,NA
17,U_BRBE299,2017,BRBE,0,68,7/26/2017,42.04590327,-114.7777357,China Creek BLM #1,13,ARNO4,NA,POSE,NA,10,1,2017,Range Technician,BRBE,4/24/2017,5/11/2018,Average
786,U_PAVA2289,2018,PAVA,NA,112,8/3/2018,44.37113356,-113.6457318,River,2.5,ARTRW8,NA,PSSP6,NA,0,0,2018,Research Technician,PAVA,4/9/2018,8/10/2018,Excellent
17,U_BRBE3094,2018,BRBE,0,108,7/30/2018,42.06212191,-114.7721117,China Creek BLM #1,2.5,ARTRW8,NA,PSSP6,NA,0,1,2018,Research Technician,BRBE,4/9/2018,8/7/2018,Excellent
5,U_PAVA2439,2017,PAVA,NA,59,8/11/2017,44.3471594,-113.5405598,Goldburg NE - Big Gulch,2.5,ARTR4,NA,PSSP6,NA,0,0,2016-2018,Crew Leader,BRBE,NA,NA,NA
781,U_SHCR1027,2017,SHCR,NA,72,7/19/2017,42.13052468,-115.7528885,(North) Tokum-Bambi East,2.5,ARTRW8,NA,POSE,NA,0,0,2017,Range Technician,SHCR,4/24/2017,8/25/2017,Average
843,1235,2015,SHCR,NA,94,7/30/2015,42.078722,-115.835805,East Blackleg,2.5,ARTRW, ,ELEL5, ,0,0,Currently Employed,NA,All Sites,NA,NA,NA
786,U_PAVA2456,2018,PAVA,NA,112,8/8/2018,44.37855122,-113.7021732,River,2.5,ARTRW8,NA,POSE,NA,0,0,2018,Research Technician,PAVA,4/9/2018,8/10/2018,Excellent
785,2078,2015,SHCR,NA,94,7/28/2015,42.117477,-115.782415,Tokum-Bambi West,13,ARTRW, ,PSSP6, ,40,0,Currently Employed,NA,All Sites,NA,NA,NA
743,ujisa0832,2016,JISA,0,94,7/26/2016,42.17818522,-113.4189703,Sheep Mountain North,2.5,CHNA,NA,PSSP6,NA,40,1,Currently Employed,NA,All Sites,NA,NA,NA
785,1970,2015,SHCR,NA,94,7/30/2015,42.110613,-115.812498,Tokum-Bambi West,30,ARTRW, ,ELEL5, ,0,0,Currently Employed,NA,All Sites,NA,NA,NA
619,2176,2015,SHCR,NA,94,7/21/2015,42.129946,-115.788835,Tokum-Bambi West Non-Treatment (North),30,ARTRW, ,ELEL5, ,0,0,Currently Employed,NA,All Sites,NA,NA,NA
843,994,2015,SHCR,NA,94,7/27/2015,42.069165,-115.81734,East Blackleg,13,ARTRW, ,PSSP6, ,10,0,Currently Employed,NA,All Sites,NA,NA,NA
840,2653,2015,JISA,NA,94,7/23/2015,42.184932,-113.421291,Sheep Mountain,13,ARTRW, ,PSSP6, ,30,0,Currently Employed,NA,All Sites,NA,NA,NA
786,upahs0363,2016,PAVA,NA,94,8/18/2016,44.3499706,-113.6596143,River,30,ARAR8,NA,POSE,NA,0,0,Currently Employed,NA,All Sites,NA,NA,NA
1,U_PAVA3771,2017,PAVA,NA,69,7/20/2017,44.33875647,-113.6688429,River West,2.5,ARAR8,NA,POSE,NA,0,0,2017,Range Technician,PAVA,5/8/2017,8/11/2017,Excellent
